Year,Month,Day,Rain(mm),PET(mm)
2004,2,12,0,2.022580491
2004,2,13,7.6,2.334612568
2004,2,14,33.5,2.450638426
2004,2,15,6.7,1.517092793
2004,2,16,0,1.570440015
2004,2,17,0,2.057334944
2004,2,18,6.8,2.160472842
2004,2,19,6.8,1.927500808
2004,2,20,0,1.654120598
2004,2,21,7,1.565312427
2004,2,22,0,2.069759536
2004,2,23,0,2.248012415
2004,2,24,0,2.994168683
2004,2,25,0,4.000316885
2004,2,26,0,3.310645571
2004,2,27,0,3.121852872
2004,2,28,0,4.175847385
2004,2,29,0,5.17585495
2004,3,1,0,4.185127509
2004,3,2,0,3.94288372
2004,3,3,0,4.72184296
2004,3,4,0,5.512613468
2004,3,5,9.3,5.862092788
2004,3,6,5.2,2.267503235
2004,3,7,0,1.95858147
2004,3,8,0,2.881013709
2004,3,9,0,3.132374902
2004,3,10,0,3.429638418
2004,3,11,0,3.719354559
2004,3,12,2,3.056774796
2004,3,13,1.1,2.718519309
2004,3,14,0.9,2.477068349
2004,3,15,0,2.768437582
2004,3,16,0,2.375355288
2004,3,17,0,3.284374115
2004,3,18,0,3.66080039
2004,3,19,0,2.581347254
2004,3,20,0,2.563662934
2004,3,21,0,3.089881527
2004,3,22,0,4.557631698
2004,3,23,0,6.376114103
2004,3,24,0,6.232533536
2004,3,25,0,4.789302824
2004,3,26,0,4.567739797
2004,3,27,0,4.192304057
2004,3,28,0,5.919422043
2004,3,29,0,5.864119334
2004,3,30,0,6.018410014
2004,3,31,0,4.827225953
2004,4,1,0,4.023554664
2004,4,2,0,5.150935489
2004,4,3,0.1,5.612236053
2004,4,4,0,2.559701063
2004,4,5,0,4.020431462
2004,4,6,0,4.727212281
2004,4,7,0,3.848047546
2004,4,8,0,4.220456665
2004,4,9,0,4.528255026
2004,4,10,0,5.882502997
2004,4,11,0,6.37958875
2004,4,12,0,7.028788106
2004,4,13,0,6.670846844
2004,4,14,0,6.473686736
2004,4,15,0,6.579904269
2004,4,16,0.4,4.331523762
2004,4,17,0,2.767363349
2004,4,18,0,4.155274763
2004,4,19,0,5.211095192
2004,4,20,0,5.07396081
2004,4,21,0,4.14562119
2004,4,22,0,6.543735442
2004,4,23,0,3.818038039
2004,4,24,0,3.098148306
2004,4,25,0,3.668655783
2004,4,26,0,5.132397526
2004,4,27,0,6.889119086
2004,4,28,0,5.913709338
2004,4,29,0,6.248660676
2004,4,30,0,6.122172542
2004,5,1,1.6,4.464982312
2004,5,2,0,5.207731311
2004,5,3,0,6.215879403
2004,5,4,0,4.223698222
2004,5,5,0,4.216919509
2004,5,6,0,5.66587573
2004,5,7,0,7.532735507
2004,5,8,0,7.17439046
2004,5,9,0,6.824517976
2004,5,10,0,8.019566529
2004,5,11,0,10.09937153
2004,5,12,0,5.328621137
2004,5,13,0,4.504833189
2004,5,14,0,6.09884945
2004,5,15,0,8.390191555
2004,5,16,0,4.430872456
2004,5,17,0,4.378567165
2004,5,18,0,4.326559779
2004,5,19,0,4.58137654
2004,5,20,0,4.779841458
2004,5,21,0,5.020242467
2004,5,22,0,5.30446271
2004,5,23,0,5.512712693
2004,5,24,0,5.988958872
2004,5,25,0,6.449296949
2004,5,26,0,6.869425347
2004,5,27,0,7.139568353
2004,5,28,0,6.580394604
2004,5,29,0,5.413599526
2004,5,30,0,6.778369916
2004,5,31,0,8.022790116
2004,6,1,0,5.92472304
2004,6,2,0,5.312120728
2004,6,3,0,5.242128019
2004,6,4,0,5.850275104
2004,6,5,0,6.96093827
2004,6,6,0,7.257275906
2004,6,7,0,8.108199424
2004,6,8,0,8.462829554
2004,6,9,0,7.179519108
2004,6,10,0,5.022960303
2004,6,11,0,5.596049417
2004,6,12,0,5.917574003
2004,6,13,0,7.407973677
2004,6,14,0,7.649851393
2004,6,15,0,7.784075858
2004,6,16,0,7.58452739
2004,6,17,0,6.596139733
2004,6,18,0,6.67400384
2004,6,19,0,7.848820329
2004,6,20,0,7.551427291
2004,6,21,0,6.136325332
2004,6,22,0,5.844371968
2004,6,23,0,5.735675671
2004,6,24,0,6.118472198
2004,6,25,0,5.547809291
2004,6,26,0,5.867027492
2004,6,27,0,5.630688338
2004,6,28,0,7.044880627
2004,6,29,0,7.949490313
2004,6,30,0,7.792697955
2004,7,1,0,7.961171275
2004,7,2,0,7.92730259
2004,7,3,0,7.760145935
2004,7,4,0,7.118946431
2004,7,5,0,6.779972496
2004,7,6,0,7.149515214
2004,7,7,0,7.735887991
2004,7,8,0,8.500523796
2004,7,9,0,7.276109635
2004,7,10,0,5.247040855
2004,7,11,0,5.8236436
2004,7,12,0,7.005249251
2004,7,13,0,8.555151642
2004,7,14,0,8.935250916
2004,7,15,0,9.564198035
2004,7,16,0,8.790065796
2004,7,17,0,7.493243114
2004,7,18,0,6.118195749
2004,7,19,0,6.344015643
2004,7,20,0,6.478863072
2004,7,21,0,6.546723266
2004,7,22,0,6.473158099
2004,7,23,0,6.355410416
2004,7,24,0,6.942085939
2004,7,25,0,6.938268899
2004,7,26,0,7.306987339
2004,7,27,0,7.107237948
2004,7,28,0,6.62259135
2004,7,29,0,6.418423111
2004,7,30,0,7.149697092
2004,7,31,0,7.324385071
2004,8,1,0,6.735737055
2004,8,2,0,6.331508468
2004,8,3,0,5.871126559
2004,8,4,0,4.705699247
2004,8,5,0,5.297274287
2004,8,6,0,5.903150127
2004,8,7,0,5.729112735
2004,8,8,0,6.237762288
2004,8,9,0,6.603438391
2004,8,10,0,6.545999164
2004,8,11,0,6.090549438
2004,8,12,0,5.556807594
2004,8,13,0,5.772828691
2004,8,14,0,5.714739971
2004,8,15,0,6.687465226
2004,8,16,0,6.611389304
2004,8,17,0,6.536645142
2004,8,18,0,6.800853997
2004,8,19,0,5.846328136
2004,8,20,0,5.767177244
2004,8,21,0,5.772998196
2004,8,22,0,6.216345111
2004,8,23,0,6.715707625
2004,8,24,0,7.452328189
2004,8,25,0,6.991879353
2004,8,26,0,6.524533555
2004,8,27,0,6.46084974
2004,8,28,0,6.270624454
2004,8,29,0,6.816194594
2004,8,30,0,5.706073763
2004,8,31,0,5.74783689
2004,9,1,0,5.710440679
2004,9,2,0,5.456380025
2004,9,3,0,5.451721437
2004,9,4,0,5.634000599
2004,9,5,0,5.42425388
2004,9,6,0,5.07182414
2004,9,7,0,6.425242053
2004,9,8,0,7.026022751
2004,9,9,0,5.925138309
2004,9,10,0,5.404950756
2004,9,11,0,4.320046255
2004,9,12,0,4.276656629
2004,9,13,0,4.984264065
2004,9,14,0,4.940620858
2004,9,15,0,5.114283593
2004,9,16,0,5.373967151
2004,9,17,0,4.905119287
2004,9,18,0,4.807210303
2004,9,19,0,4.727142954
2004,9,20,0,5.143506348
2004,9,21,0,5.526512677
2004,9,22,0,5.733383468
2004,9,23,0,5.701033299
2004,9,24,0,4.542828319
2004,9,25,0,4.776200112
2004,9,26,0,4.29917236
2004,9,27,0,5.201320329
2004,9,28,0,5.210461453
2004,9,29,0,5.025210632
2004,9,30,0,5.644745945
2004,10,1,0,6.237612656
2004,10,2,0,5.899610903
2004,10,3,0,5.190921063
2004,10,4,0,4.297600391
2004,10,5,0,4.04036643
2004,10,6,0,4.229378951
2004,10,7,0,2.74705987
2004,10,8,0,3.887671351
2004,10,9,0,3.849595047
2004,10,10,0,3.201885618
2004,10,11,0.1,4.178575679
2004,10,12,0,3.799268422
2004,10,13,0,2.820527486
2004,10,14,0,3.708627301
2004,10,15,0,3.782931525
2004,10,16,0,3.482120783
2004,10,17,0,3.669520723
2004,10,18,0,4.247900484
2004,10,19,0,4.33101378
2004,10,20,0,5.097755876
2004,10,21,0,4.45396322
2004,10,22,0,3.684420921
2004,10,23,0,3.389337456
2004,10,24,0,3.426785764
2004,10,25,0,3.992691746
2004,10,26,0,4.170558328
2004,10,27,0,3.971118269
2004,10,28,0.1,3.557132282
2004,10,29,5,3.105824947
2004,10,30,0,1.526500922
2004,10,31,0,2.084743958
2004,11,1,0,3.011672389
2004,11,2,0,3.924213413
2004,11,3,0,3.519956173
2004,11,4,0,3.206329141
2004,11,5,0,3.719016504
2004,11,6,0,3.0889538
2004,11,7,0,2.788842686
2004,11,8,0,2.801671375
2004,11,9,0,2.733342007
2004,11,10,0,2.651733953
2004,11,11,0,2.718413442
2004,11,12,0,2.239642501
2004,11,13,0,2.848099704
2004,11,14,0,2.45626016
2004,11,15,0,3.148927288
2004,11,16,0,2.892854089
2004,11,17,19.6,2.614098642
2004,11,18,0,2.064623965
2004,11,19,1,1.545939883
2004,11,20,0,1.372834166
2004,11,21,21.2,1.665065929
2004,11,22,49.4,2.493279803
2004,11,23,2.5,1.260839991
2004,11,24,0,1.346933448
2004,11,25,0,1.332829802
2004,11,26,35.2,2.524118086
2004,11,27,1.5,1.169388017
2004,11,28,0,1.304108684
2004,11,29,0,1.170601007
2004,11,30,0,2.149893824
2004,12,1,0,1.926811057
2004,12,2,0,2.05956963
2004,12,3,0,2.752521469
2004,12,4,0,3.244583612
2004,12,5,0,2.97473846
2004,12,6,0,2.378485727
2004,12,7,12.9,2.079782148
2004,12,8,4.5,1.435974675
2004,12,9,0,1.185412422
2004,12,10,0,1.295863469
2004,12,11,0,1.354121315
2004,12,12,0,1.745019233
2004,12,13,0,1.1153468
2004,12,14,0,1.3315907
2004,12,15,3.3,1.535290676
2004,12,16,0,0.75049039
2004,12,17,0,1.469187091
2004,12,18,0,1.914956271
2004,12,19,0,1.620013885
2004,12,20,0,1.840344615
2004,12,21,0,2.012212914
2004,12,22,0,1.051970964
2004,12,23,0,1.700548627
2004,12,24,12.5,1.282026488
2004,12,25,7.1,1.440709017
2004,12,26,0,0.775821983
2004,12,27,0,1.324957357
2004,12,28,0,1.657917432
2004,12,29,0,2.03325012
2004,12,30,0,2.689268908
2004,12,31,0,2.544294747
2005,1,1,0,1.57388623
2005,1,2,31.1,2.180027351
2005,1,3,27.5,0.33365339
2005,1,4,1.9,0.762584481
2005,1,5,33.1,0.833610395
2005,1,6,0,1.223217934
2005,1,7,0,0.975364358
2005,1,8,0,1.973428009
2005,1,9,0,2.077399283
2005,1,10,0,1.713226939
2005,1,11,0,1.247172829
2005,1,12,0,1.76125605
2005,1,13,0,3.111837492
2005,1,14,0.1,2.414458728
2005,1,15,5.4,0.86017716
2005,1,16,0,1.545147314
2005,1,17,0.3,1.655225583
2005,1,18,0,1.221866088
2005,1,19,29.9,1.258932695
2005,1,20,0,1.395296737
2005,1,21,0,2.356119322
2005,1,22,28.8,1.251540692
2005,1,23,16.9,1.679315535
2005,1,24,0.1,1.324435473
2005,1,25,0,1.741800548
2005,1,26,0,1.955424395
2005,1,27,0,2.009844243
2005,1,28,0,2.988214767
2005,1,29,0,3.559653431
2005,1,30,0,3.248982178
2005,1,31,0,1.158452848
2005,2,1,6.6,1.50808888
2005,2,2,0.3,1.422710151
2005,2,3,0,1.864070547
2005,2,4,41.6,2.045612556
2005,2,5,37,1.213293942
2005,2,6,28,0.538544544
2005,2,7,20.4,0.61361363
2005,2,8,14.1,0.619521577
2005,2,9,0.4,1.228669384
2005,2,10,0,1.276577499
2005,2,11,5.8,0.795168229
2005,2,12,4.2,0.66792582
2005,2,13,0,1.025944486
2005,2,14,0,2.456298889
2005,2,15,0,3.050122573
2005,2,16,0,2.740787018
2005,2,17,0,3.17935785
2005,2,18,0,3.777644007
2005,2,19,0,4.413014341
2005,2,20,0,1.885445649
2005,2,21,0,2.043288999
2005,2,22,0,2.183859102
2005,2,23,0,2.390080571
2005,2,24,0,2.377767186
2005,2,25,0,2.045137439
2005,2,26,0,2.809821842
2005,2,27,0,3.578155309
2005,2,28,0,2.721652922
2005,3,1,0,4.191357128
2005,3,2,0,4.913597212
2005,3,3,0.7,4.658129706
2005,3,4,0.2,1.764856933
2005,3,5,0,2.80196901
2005,3,6,0,3.688089181
2005,3,7,0.8,3.57961085
2005,3,8,14.5,3.376000279
2005,3,9,13.3,0.570090333
2005,3,10,4.3,1.064007217
2005,3,11,6.3,1.642097365
2005,3,12,0.1,1.954607472
2005,3,13,0,2.515477591
2005,3,14,0,2.527571993
2005,3,15,0,1.954499941
2005,3,16,0,2.950932491
2005,3,17,0,3.573787062
2005,3,18,0,3.869402651
2005,3,19,0,3.296862183
2005,3,20,0,4.029408702
2005,3,21,0,3.117789738
2005,3,22,0,2.367347865
2005,3,23,0.2,1.86426051
2005,3,24,0,2.726888505
2005,3,25,0,3.657312428
2005,3,26,0,3.950892466
2005,3,27,0,4.230977998
2005,3,28,0,4.102279669
2005,3,29,0,4.739785342
2005,3,30,0,4.676618292
2005,3,31,0,6.479015537
2005,4,1,0.7,4.26512604
2005,4,2,5.3,2.250087394
2005,4,3,8.7,2.155092453
2005,4,4,0,1.546294474
2005,4,5,0,3.650862581
2005,4,6,0,3.722055949
2005,4,7,0,6.427641473
2005,4,8,0,7.106907745
2005,4,9,0,3.95747198
2005,4,10,0,5.845318251
2005,4,11,0,7.108522155
2005,4,12,0,8.008167859
2005,4,13,0,6.647966328
2005,4,14,0,4.562912768
2005,4,15,0,4.120900596
2005,4,16,0,3.414700068
2005,4,17,0,4.811985348
2005,4,18,0,5.243082813
2005,4,19,0,5.441534734
2005,4,20,0,3.829365915
2005,4,21,0,6.17202697
2005,4,22,0,5.724909786
2005,4,23,0,4.094764772
2005,4,24,0,4.034861166
2005,4,25,0,4.218888389
2005,4,26,0,4.672381608
2005,4,27,0,5.413254654
2005,4,28,0,6.080612659
2005,4,29,0,5.479314888
2005,4,30,0,4.726406916
2005,5,1,0,4.448710873
2005,5,2,0,3.51358744
2005,5,3,0,3.066933985
2005,5,4,0,3.98977113
2005,5,5,0,5.490925325
2005,5,6,0,5.360147083
2005,5,7,0,6.850657636
2005,5,8,0,6.246131931
2005,5,9,0,5.101134808
2005,5,10,0,5.237422784
2005,5,11,0,3.067481702
2005,5,12,0,4.2764738
2005,5,13,0,6.267912435
2005,5,14,0,6.756475448
2005,5,15,0,5.75919432
2005,5,16,0,5.995618577
2005,5,17,0,6.441196314
2005,5,18,0,6.999156337
2005,5,19,0,7.527686732
2005,5,20,0,7.715925105
2005,5,21,0,7.058201431
2005,5,22,0,4.945043532
2005,5,23,0,4.687205279
2005,5,24,0,4.674024211
2005,5,25,0,5.090732999
2005,5,26,0,6.399584313
2005,5,27,0,6.581296746
2005,5,28,0,6.343699827
2005,5,29,0,6.167381274
2005,5,30,0,4.163049515
2005,5,31,0,5.69619932
2005,6,1,0,5.98015296
2005,6,2,0,5.215394313
2005,6,3,0,4.989949893
2005,6,4,0,4.853353995
2005,6,5,0,4.758597208
2005,6,6,0,6.168903922
2005,6,7,0,6.738537938
2005,6,8,0,6.5912404
2005,6,9,0,5.670602227
2005,6,10,0,5.399309011
2005,6,11,0,6.122579643
2005,6,12,0,6.966045579
2005,6,13,0,6.895915295
2005,6,14,0,5.714408717
2005,6,15,0,5.404495071
2005,6,16,0,6.092768038
2005,6,17,0,6.818987747
2005,6,18,0,6.769062526
2005,6,19,0,6.6741586
2005,6,20,0,7.404640843
2005,6,21,0,6.607823729
2005,6,22,0,5.870979565
2005,6,23,0,6.538518068
2005,6,24,0,6.790613919
2005,6,25,0,6.190546348
2005,6,26,0,5.889905805
2005,6,27,0,6.145793313
2005,6,28,0,7.059912916
2005,6,29,0,6.866008166
2005,6,30,0,6.046149773
2005,7,1,0,6.348310292
2005,7,2,0,7.049916606
2005,7,3,0,7.812371945
2005,7,4,0,7.800831083
2005,7,5,0,4.940292407
2005,7,6,0,4.773449161
2005,7,7,0,5.94652079
2005,7,8,0,6.946793324
2005,7,9,0,7.601989556
2005,7,10,0,7.280467565
2005,7,11,0,8.101781433
2005,7,12,0,8.088709238
2005,7,13,0,8.588390053
2005,7,14,0,6.440089674
2005,7,15,0,5.695600632
2005,7,16,0,5.7450014
2005,7,17,0,6.187578319
2005,7,18,0,5.923443487
2005,7,19,0,6.61547822
2005,7,20,0,7.36758756
2005,7,21,0,7.584270047
2005,7,22,0,7.831536451
2005,7,23,0,6.27037339
2005,7,24,0,6.334230582
2005,7,25,0,6.009263578
2005,7,26,0,6.23494415
2005,7,27,0,6.206492919
2005,7,28,0,7.542089045
2005,7,29,0,7.052997512
2005,7,30,0,6.783882576
2005,7,31,0,7.221134082
2005,8,1,0,6.37764251
2005,8,2,0,6.229088956
2005,8,3,0,6.224429249
2005,8,4,0,7.218888835
2005,8,5,0,7.023257505
2005,8,6,0,6.798334985
2005,8,7,0,5.862554248
2005,8,8,0,4.776830112
2005,8,9,0,5.304557153
2005,8,10,0,5.548313913
2005,8,11,0,6.389288077
2005,8,12,0,6.354196131
2005,8,13,0,5.933547926
2005,8,14,0,7.280797218
2005,8,15,0,7.791258299
2005,8,16,0,7.011353042
2005,8,17,0,6.292259675
2005,8,18,0,5.914953574
2005,8,19,0,5.949857101
2005,8,20,0,5.83731636
2005,8,21,0,5.594007182
2005,8,22,0,5.950755209
2005,8,23,0,6.214520271
2005,8,24,0,6.294559822
2005,8,25,0,5.570509368
2005,8,26,0,5.634047821
2005,8,27,0,5.389630766
2005,8,28,0,5.761747535
2005,8,29,0,5.676506422
2005,8,30,0,5.491419105
2005,8,31,0,5.864481329
2005,9,1,0,5.407306871
2005,9,2,0,5.251432338
2005,9,3,0,5.681347075
2005,9,4,0,5.875637218
2005,9,5,0,5.250735951
2005,9,6,0,5.831386228
2005,9,7,0,5.798753775
2005,9,8,0,5.380650151
2005,9,9,0,5.108983334
2005,9,10,0,5.357879564
2005,9,11,0,5.165188552
2005,9,12,0,4.937165026
2005,9,13,0,5.183784051
2005,9,14,0,5.325518847
2005,9,15,0,5.5109655
2005,9,16,0,5.890534577
2005,9,17,0,5.157387075
2005,9,18,0,2.831052151
2005,9,19,0,4.286843793
2005,9,20,0,4.976078955
2005,9,21,0,5.808559421
2005,9,22,0,5.957306971
2005,9,23,0,4.707988952
2005,9,24,0,4.270096883
2005,9,25,0,4.55302174
2005,9,26,0,4.896999927
2005,9,27,0,4.971555987
2005,9,28,0,3.957455663
2005,9,29,0,3.699200054
2005,9,30,0,3.649589767
2005,10,1,0,4.284634309
2005,10,2,0,4.264935335
2005,10,3,0,4.792986469
2005,10,4,0,3.392105088
2005,10,5,0,3.689918318
2005,10,6,0,3.73531839
2005,10,7,0,3.78270731
2005,10,8,0,3.624271006
2005,10,9,0,3.652341329
2005,10,10,0,3.523664266
2005,10,11,0,3.727251375
2005,10,12,0,4.132891048
2005,10,13,0,4.539834654
2005,10,14,0,3.87353533
2005,10,15,0,3.413097183
2005,10,16,0,3.089170816
2005,10,17,0,3.18182613
2005,10,18,0,3.285150508
2005,10,19,6.6,1.636712591
2005,10,20,0,2.354051094
2005,10,21,0,3.231460172
2005,10,22,0,4.1469339
2005,10,23,0,5.740664002
2005,10,24,0,4.828799099
2005,10,25,0,3.44351081
2005,10,26,0,4.276789845
2005,10,27,0,4.191343813
2005,10,28,0,3.822888443
2005,10,29,0,2.769528131
2005,10,30,0.1,2.542282368
2005,10,31,0.3,1.707254597
2005,11,1,0,2.429219609
2005,11,2,0,2.092667751
2005,11,3,0,2.387983144
2005,11,4,3,1.832409142
2005,11,5,0.2,1.669879326
2005,11,6,12.5,1.8144264
2005,11,7,6.1,1.310192132
2005,11,8,0,2.084976566
2005,11,9,0,2.152756306
2005,11,10,0,3.104498363
2005,11,11,0,2.893218725
2005,11,12,0,2.545554776
2005,11,13,0,2.594804446
2005,11,14,0,3.088115744
2005,11,15,0.6,2.296375956
2005,11,16,0,1.479143145
2005,11,17,0,1.990150761
2005,11,18,0,2.32200724
2005,11,19,0,1.416028112
2005,11,20,2.2,2.034373054
2005,11,21,19.2,0.721156984
2005,11,22,0.1,1.287788168
2005,11,23,0,2.891817976
2005,11,24,0,2.663677233
2005,11,25,0,2.62214733
2005,11,26,0,2.595221274
2005,11,27,0,2.860683611
2005,11,28,0,2.763508313
2005,11,29,0,2.882908392
2005,11,30,0,2.208879757
2005,12,1,0,1.877531548
2005,12,2,0,3.479622998
2005,12,3,0,3.276712962
2005,12,4,0,2.948607529
2005,12,5,0,1.551101707
2005,12,6,0,1.739261386
2005,12,7,0,3.369395399
2005,12,8,0,3.647867311
2005,12,9,0,2.190454762
2005,12,10,0,2.731832764
2005,12,11,0,2.626292846
2005,12,12,0,1.617285781
2005,12,13,0,2.138140812
2005,12,14,0,2.459603573
2005,12,15,0,2.217533836
2005,12,16,28.7,2.253440837
2005,12,17,3.7,1.192636509
2005,12,18,0,1.666133886
2005,12,19,0,1.833190365
2005,12,20,1.4,1.258896729
2005,12,21,0,1.058318511
2005,12,22,4.2,0.984810661
2005,12,23,11.4,0.825384566
2005,12,24,52.8,1.130040867
2005,12,25,20.5,0.633008875
2005,12,26,0.2,0.941492482
2005,12,27,0,1.706666056
2005,12,28,0,2.476564676
2005,12,29,0,2.021491899
2005,12,30,0,2.323060024
2005,12,31,0,2.568621701
2006,1,1,0,2.578306296
2006,1,2,0,2.165906819
2006,1,3,0,4.064569532
2006,1,4,0.6,3.350771001
2006,1,5,0,2.520979571
2006,1,6,0,1.76976028
2006,1,7,3.3,1.359451737
2006,1,8,8.2,0.634462694
2006,1,9,0.6,1.082961831
2006,1,10,13.5,1.067992982
2006,1,11,16.5,0.655649469
2006,1,12,2.7,0.638280898
2006,1,13,1.4,0.979167741
2006,1,14,6.1,0.947786521
2006,1,15,0,0.911382786
2006,1,16,1.2,1.297878573
2006,1,17,6.7,1.398814263
2006,1,18,1.1,0.869369188
2006,1,19,0,1.742889622
2006,1,20,8.9,2.0537202
2006,1,21,0,1.561301327
2006,1,22,0,2.006112249
2006,1,23,0.2,2.925388503
2006,1,24,0,1.910379428
2006,1,25,0,1.970850701
2006,1,26,1,1.998545153
2006,1,27,5.4,1.019197647
2006,1,28,1.5,1.014277526
2006,1,29,0,1.11099431
2006,1,30,0,1.523499407
2006,1,31,0,2.171534343
2006,2,1,0,2.790704706
2006,2,2,6.5,1.885332232
2006,2,3,17.8,0.968832829
2006,2,4,0,1.148524444
2006,2,5,0,2.047524311
2006,2,6,0,1.662663628
2006,2,7,0,2.503372259
2006,2,8,0,2.653397189
2006,2,9,0.5,1.44201581
2006,2,10,0,1.904517577
2006,2,11,0,2.25192939
2006,2,12,0,1.924577785
2006,2,13,3.2,2.358173868
2006,2,14,15.5,1.166939862
2006,2,15,23,1.0550695
2006,2,16,4.1,1.343785781
2006,2,17,0,1.315822487
2006,2,18,0,2.561040938
2006,2,19,0,3.250194311
2006,2,20,0,2.858874127
2006,2,21,0,2.419347149
2006,2,22,0,1.955555456
2006,2,23,0,3.59240281
2006,2,24,0,4.808447564
2006,2,25,0.7,2.75532824
2006,2,26,0,2.071595677
2006,2,27,0,2.94463628
2006,2,28,0,3.757436415
2006,3,1,0,4.303893246
2006,3,2,0,2.792710637
2006,3,3,0,3.219706979
2006,3,4,0,3.842667276
2006,3,5,0,2.84131875
2006,3,6,0,3.126775013
2006,3,7,0,5.055718964
2006,3,8,0,4.453551869
2006,3,9,11.2,2.19652309
2006,3,10,0.1,0.924679905
2006,3,11,0,2.958678237
2006,3,12,0,4.320356197
2006,3,13,0,4.445433792
2006,3,14,0,3.826427312
2006,3,15,0,1.953204713
2006,3,16,0,3.205932904
2006,3,17,0,1.72757108
2006,3,18,0,2.460075032
2006,3,19,0,5.00824813
2006,3,20,0,3.205928743
2006,3,21,0,5.464407292
2006,3,22,0,4.245302009
2006,3,23,0,4.318042172
2006,3,24,0,5.990651207
2006,3,25,0,1.960328572
2006,3,26,0,2.61408046
2006,3,27,0,2.36403279
2006,3,28,0,2.461473416
2006,3,29,0,2.095345783
2006,3,30,0,3.691217386
2006,3,31,0.1,4.788077474
2006,4,1,112,3.11571114
2006,4,2,15,0.959030587
2006,4,3,0.1,3.227438654
2006,4,4,1,2.772753466
2006,4,5,11.6,1.314320919
2006,4,6,0,2.254978309
2006,4,7,0,3.322074812
2006,4,8,0,5.243566034
2006,4,9,0,4.613367112
2006,4,10,0,3.29376571
2006,4,11,0,3.045363536
2006,4,12,0,4.012166611
2006,4,13,0,5.328733413
2006,4,14,0,7.195014327
2006,4,15,0.1,4.920794476
2006,4,16,12,1.631320648
2006,4,17,0,3.299703858
2006,4,18,0,4.298232542
2006,4,19,0,4.822733542
2006,4,20,0,6.208901006
2006,4,21,0,4.917049382
2006,4,22,0,5.168041274
2006,4,23,0,6.268254851
2006,4,24,4.7,1.586689725
2006,4,25,0.1,2.651735399
2006,4,26,0,3.466232237
2006,4,27,0,4.736410937
2006,4,28,0,3.73527759
2006,4,29,0,6.718745481
2006,4,30,0,4.469925412
2006,5,1,0,4.141817199
2006,5,2,0,5.270807533
2006,5,3,0,4.942954018
2006,5,4,0,5.536420509
2006,5,5,0,4.536988935
2006,5,6,0,5.362843276
2006,5,7,0,6.6631393
2006,5,8,0,3.893571959
2006,5,9,0,4.749570615
2006,5,10,0,5.07866521
2006,5,11,0,5.855295206
2006,5,12,0,6.137635546
2006,5,13,0,6.354275769
2006,5,14,0,6.036943138
2006,5,15,0,5.330289201
2006,5,16,0,4.661359224
2006,5,17,0,4.643576391
2006,5,18,0,4.837178019
2006,5,19,0,5.657519158
2006,5,20,0,3.614560012
2006,5,21,0,5.310601056
2006,5,22,0,6.2274025
2006,5,23,0,6.491588609
2006,5,24,0,7.202179508
2006,5,25,0,8.396398867
2006,5,26,0,7.354752459
2006,5,27,0,7.379825208
2006,5,28,0,6.80735139
2006,5,29,0,6.717276625
2006,5,30,0,6.36950494
2006,5,31,0,5.783026861
2006,6,1,0,5.421653332
2006,6,2,0,5.936379598
2006,6,3,0,8.037300546
2006,6,4,0,8.467085544
2006,6,5,0,9.308013857
2006,6,6,0,8.124540218
2006,6,7,0,7.409299255
2006,6,8,0,6.211578493
2006,6,9,0,5.909523485
2006,6,10,0,6.024087144
2006,6,11,0,5.652056167
2006,6,12,0,6.170589421
2006,6,13,0,6.429681207
2006,6,14,0,6.738871031
2006,6,15,0,5.948566033
2006,6,16,0,5.769323758
2006,6,17,0,5.860510808
2006,6,18,0,6.038928928
2006,6,19,0,7.074739768
2006,6,20,0,7.148099931
2006,6,21,0,7.624606244
2006,6,22,0,7.320158254
2006,6,23,0,6.916885372
2006,6,24,0,7.050840761
2006,6,25,0,7.57829789
2006,6,26,0,7.602802947
2006,6,27,0,6.414192102
2006,6,28,0,6.031600265
2006,6,29,0,6.459067227
2006,6,30,0,6.431005902
2006,7,1,0,6.40372887
2006,7,2,0,7.034996406
2006,7,3,0,7.118503287
2006,7,4,0,6.639439974
2006,7,5,0,5.840946803
2006,7,6,0,5.192620028
2006,7,7,0,5.444436339
2006,7,8,0,6.119384992
2006,7,9,0,6.667930827
2006,7,10,0,6.346323679
2006,7,11,0,6.517015893
2006,7,12,0,7.6197206
2006,7,13,0,5.066265124
2006,7,14,0,5.060616742
2006,7,15,0,5.173950455
2006,7,16,0,6.105391636
2006,7,17,0,6.291412827
2006,7,18,0,6.196009524
2006,7,19,0,6.97019118
2006,7,20,0,6.861442423
2006,7,21,0,5.944141742
2006,7,22,0,6.453776689
2006,7,23,0,6.528182677
2006,7,24,0,6.131450041
2006,7,25,0,6.661133967
2006,7,26,0,6.218704788
2006,7,27,0,5.804828396
2006,7,28,0,6.497189614
2006,7,29,0,5.75745675
2006,7,30,0,6.449637197
2006,7,31,0,6.486491621
2006,8,1,0,6.243799766
2006,8,2,0,6.729464974
2006,8,3,0,6.998165579
2006,8,4,0,7.28465199
2006,8,5,0,7.547389036
2006,8,6,0,7.113350856
2006,8,7,0,6.522210435
2006,8,8,0,5.331428152
2006,8,9,0,5.750473771
2006,8,10,0,5.696352815
2006,8,11,0,6.000785447
2006,8,12,0,6.716405099
2006,8,13,0,5.763734628
2006,8,14,0,5.535590718
2006,8,15,0,5.889554707
2006,8,16,0,6.416442587
